nct_id,location,continent,iso
NCT00001159,United States,North America,USA
NCT00001277,United States,North America,USA
NCT00004048,United States,North America,USA
NCT00004074,United States,North America,USA
NCT00004089,United States,North America,USA
NCT00004340,United States,North America,USA
NCT00004351,United States,North America,USA
NCT00004660,United States,North America,USA
NCT00005102,United States,North America,USA
NCT00037193,United States,North America,USA
NCT00053547,United States,North America,USA
NCT00060242,United States,North America,USA
NCT00061906,United States,North America,USA
NCT00068497,United States,North America,USA
NCT00073710,United States,North America,USA
NCT00077103,United States,North America,USA
NCT00085293,United States,North America,USA
NCT00095693,United States,North America,USA
NCT00095836,United States,North America,USA
NCT00098813,United States,North America,USA
NCT00098852,United States,North America,USA
NCT00100828,United States,North America,USA
NCT00103155,United States,North America,USA
NCT00104871,United States,North America,USA
NCT00105274,United States,North America,USA
NCT00108394,United States,North America,USA
NCT00118248,United States,North America,USA
NCT00123461,Puerto Rico,Central America,PRI
NCT00123461,United States,North America,USA
NCT00134043,United States,North America,USA
NCT00145366,Denmark,Europe,DNK
NCT00147433,United States,North America,USA
NCT00150111,Denmark,Europe,DNK
NCT00150124,Denmark,Europe,DNK
NCT00150137,Denmark,Europe,DNK
NCT00150150,Denmark,Europe,DNK
NCT00161109,Netherlands,Europe,NLD
NCT00161109,United States,North America,USA
NCT00174057,Taiwan,East Asia,TWN
NCT00175149,Denmark,Europe,DNK
NCT00209235,United States,North America,USA
NCT00211939,United States,North America,USA
NCT00213720,France,Europe,FRA
NCT00257920,United States,North America,USA
NCT00261950,Belgium,Europe,BEL
NCT00261950,Czech Republic,Europe,CZE
NCT00261950,Hungary,Europe,HUN
NCT00261950,Italy,Europe,ITA
NCT00261950,"Macedonia, The Former Yugoslav Republic of",Europe,MKD
NCT00261950,Poland,Europe,POL
NCT00261950,Portugal,Europe,PRT
NCT00261950,Spain,Europe,ESP
NCT00261950,Switzerland,Europe,CHE
NCT00261950,Turkey,Middle East,TUR
NCT00261950,United Kingdom,Europe,GBR
NCT00261950,United States,North America,USA
NCT00278005,United States,North America,USA
NCT00285467,United States,North America,USA
NCT00287144,Norway,Europe,NOR
NCT00287287,United States,North America,USA
NCT00288522,Spain,Europe,ESP
NCT00288873,United States,North America,USA
NCT00297297,Denmark,Europe,DNK
NCT00316823,United States,North America,USA
NCT00322322,France,Europe,FRA
NCT00325104,United States,North America,USA
NCT00335062,United States,North America,USA
NCT00342641,United States,North America,USA
NCT00348413,Singapore,Southeast Asia,SGP
NCT00360074,Germany,Europe,DEU
NCT00364234,United States,North America,USA
NCT00374712,France,Europe,FRA
NCT00381641,United States,North America,USA
NCT00385983,Brazil,South America,BRA
NCT00388297,United States,North America,USA
NCT00390325,United States,North America,USA
NCT00397475,Germany,Europe,DEU
NCT00400465,Thailand,Southeast Asia,THA
NCT00415233,United Kingdom,Europe,GBR
NCT00415584,United States,North America,USA
NCT00416949,United States,North America,USA
NCT00418600,United States,North America,USA
NCT00424151,United States,North America,USA
NCT00430547,Australia,Pacifica,AUS
NCT00432939,United States,North America,USA
NCT00437931,Israel,Middle East,ISR
NCT00446329,Greece,Europe,GRC
NCT00454350,United States,North America,USA
NCT00463021,United States,North America,USA
NCT00469599,Denmark,Europe,DNK
NCT00470496,United States,North America,USA
NCT00480428,Kazakhstan,North Asia,KAZ
NCT00507897,Russian Federation,North Asia,RUS
NCT00519896,United States,North America,USA
NCT00522028,Norway,Europe,NOR
NCT00525135,United States,North America,USA
NCT00528788,United States,North America,USA
NCT00531713,Denmark,Europe,DNK
NCT00535561,Turkey,Middle East,TUR
NCT00537797,United States,North America,USA
NCT00537979,Mexico,North America,MEX
NCT00552253,Taiwan,East Asia,TWN
NCT00556530,United States,North America,USA
NCT00559949,Canada,North America,CAN
NCT00559949,United States,North America,USA
NCT00571077,Israel,Middle East,ISR
NCT00571077,United States,North America,USA
NCT00571090,Turkey,Middle East,TUR
NCT00576407,United States,North America,USA
NCT00576836,United States,North America,USA
NCT00579527,United States,North America,USA
NCT00579709,United States,North America,USA
NCT00580320,United States,North America,USA
NCT00587158,United States,North America,USA
NCT00588432,United States,North America,USA
NCT00595335,United States,North America,USA
NCT00601328,United States,North America,USA
NCT00639405,United States,North America,USA
NCT00646282,United States,North America,USA
NCT00651625,United States,North America,USA
NCT00654238,United States,North America,USA
NCT00664430,Brazil,South America,BRA
NCT00665795,Brazil,South America,BRA
NCT00667576,Japan,East Asia,JPN
NCT00674154,Denmark,Europe,DNK
NCT00677469,"Iran, Islamic Republic of",Middle East,IRN
NCT00697528,Brazil,South America,BRA
NCT00701805,Japan,East Asia,JPN
NCT00729157,United States,North America,USA
NCT00742716,Canada,North America,CAN
NCT00742716,United States,North America,USA
NCT00752401,Austria,Europe,AUT
NCT00754442,United States,North America,USA
NCT00768820,Israel,Middle East,ISR
NCT00781417,United States,North America,USA
NCT00782366,United States,North America,USA
NCT00792857,United States,North America,USA
NCT00804830,Sweden,Europe,SWE
NCT00823303,United States,North America,USA
NCT00828347,Japan,East Asia,JPN
NCT00858104,Italy,Europe,ITA
NCT00859612,United States,North America,USA
NCT00877630,China,East Asia,CHN
NCT00877981,Denmark,Europe,DNK
NCT00877981,Sweden,Europe,SWE
NCT00887107,Netherlands,Europe,NLD
NCT00888069,United States,North America,USA
NCT00891813,Peru,South America,PER
NCT00902122,China,East Asia,CHN
NCT00916955,United States,North America,USA
NCT00917189,United States,North America,USA
NCT00921050,Mexico,North America,MEX
NCT00946296,United States,North America,USA
NCT00958113,United States,North America,USA
NCT00958451,United States,North America,USA
NCT00961701,Israel,Middle East,ISR
NCT00962221,Israel,Middle East,ISR
NCT00973336,Austria,Europe,AUT
NCT00975221,Australia,Pacifica,AUS
NCT00975221,Canada,North America,CAN
NCT00975221,Hungary,Europe,HUN
NCT00975221,Poland,Europe,POL
NCT00975221,Portugal,Europe,PRT
NCT00975221,Russian Federation,North Asia,RUS
NCT00975221,United States,North America,USA
NCT00977080,Czech Republic,Europe,CZE
NCT00977080,Denmark,Europe,DNK
NCT00977080,Germany,Europe,DEU
NCT00977080,Greece,Europe,GRC
NCT00977080,Italy,Europe,ITA
NCT00977080,Netherlands,Europe,NLD
NCT00977080,Portugal,Europe,PRT
NCT00977080,Russian Federation,North Asia,RUS
NCT00977080,Spain,Europe,ESP
NCT00977080,Sweden,Europe,SWE
NCT00977080,United Kingdom,Europe,GBR
NCT00977080,United States,North America,USA
NCT00982722,Sweden,Europe,SWE
NCT00990704,Japan,East Asia,JPN
NCT00995163,Japan,East Asia,JPN
NCT00999037,United States,North America,USA
NCT01012414,United States,North America,USA
NCT01025128,Israel,Middle East,ISR
NCT01039818,Brazil,South America,BRA
NCT01056419,Turkey,Middle East,TUR
NCT01057732,Israel,Middle East,ISR
NCT01060982,France,Europe,FRA
NCT01073462,Austria,Europe,AUT
NCT01081665,Greece,Europe,GRC
NCT01083186,Greece,Europe,GRC
NCT01083550,Canada,North America,CAN
NCT01083849,Austria,Europe,AUT
NCT01083849,Germany,Europe,DEU
NCT01084356,Israel,Middle East,ISR
NCT01087619,Sweden,Europe,SWE
NCT01089335,Sweden,Europe,SWE
NCT01100723,United States,North America,USA
NCT01101113,"Korea, Republic of",East Asia,KOR
NCT01102127,Spain,Europe,ESP
NCT01103206,France,Europe,FRA
NCT01106443,Canada,North America,CAN
NCT01109420,United States,North America,USA
NCT01114503,United Kingdom,Europe,GBR
NCT01115543,Thailand,Southeast Asia,THA
NCT01118065,Netherlands,Europe,NLD
NCT01127503,United States,North America,USA
NCT01134315,United States,North America,USA
NCT01134549,Australia,Pacifica,AUS
NCT01134562,Australia,Pacifica,AUS
NCT01134562,United States,North America,USA
NCT01137097,"Korea, Republic of",East Asia,KOR
NCT01138475,United States,North America,USA
NCT01149291,Turkey,Middle East,TUR
NCT01153360,"Korea, Republic of",East Asia,KOR
NCT01163565,Canada,North America,CAN
NCT01164176,"Korea, Republic of",East Asia,KOR
NCT01167309,Germany,Europe,DEU
NCT01167309,Poland,Europe,POL
NCT01171690,United States,North America,USA
NCT01178450,Spain,Europe,ESP
NCT01182285,United States,North America,USA
NCT01182584,Taiwan,East Asia,TWN
NCT01208051,Canada,North America,CAN
NCT01208051,United States,North America,USA
NCT01219855,United States,North America,USA
NCT01220050,Italy,Europe,ITA
NCT01222026,Austria,Europe,AUT
NCT01224782,Bulgaria,Europe,BGR
NCT01224782,Czech Republic,Europe,CZE
NCT01224782,Romania,Europe,ROU
NCT01225016,United States,North America,USA
NCT01227499,China,East Asia,CHN
NCT01228786,India,South Asia,IND
NCT01229865,United States,North America,USA
NCT01254565,United States,North America,USA
NCT01265992,Sweden,Europe,SWE
NCT01269749,United States,North America,USA
NCT01270425,Israel,Middle East,ISR
NCT01272414,Canada,North America,CAN
NCT01273597,Hungary,Europe,HUN
NCT01286753,France,Europe,FRA
NCT01286753,Italy,Europe,ITA
NCT01286753,Netherlands,Europe,NLD
NCT01286753,United States,North America,USA
NCT01290029,Germany,Europe,DEU
NCT01290029,United Kingdom,Europe,GBR
NCT01290029,United States,North America,USA
NCT01291498,United Kingdom,Europe,GBR
NCT01295333,France,Europe,FRA
NCT01297699,Spain,Europe,ESP
NCT01306656,United States,North America,USA
NCT01306916,United States,North America,USA
NCT01307761,Taiwan,East Asia,TWN
NCT01308320,"Korea, Republic of",East Asia,KOR
NCT01320813,France,Europe,FRA
NCT01322165,United States,North America,USA
NCT01329666,United States,North America,USA
NCT01335802,Denmark,Europe,DNK
NCT01335828,France,Europe,FRA
NCT01341782,Japan,East Asia,JPN
NCT01341886,"Iran, Islamic Republic of",Middle East,IRN
NCT01368042,Greece,Europe,GRC
NCT01369953,United States,North America,USA
NCT01382966,Turkey,Middle East,TUR
NCT01384786,Denmark,Europe,DNK
NCT01395134,Poland,Europe,POL
NCT01396733,"Korea, Republic of",East Asia,KOR
NCT01398774,United States,North America,USA
NCT01401478,Russian Federation,North Asia,RUS
NCT01408368,Poland,Europe,POL
NCT01409798,United States,North America,USA
NCT01413113,United States,North America,USA
NCT01421407,Italy,Europe,ITA
NCT01421407,Spain,Europe,ESP
NCT01426724,United States,North America,USA
NCT01428167,United States,North America,USA
NCT01436994,United Kingdom,Europe,GBR
NCT01439867,Belgium,Europe,BEL
NCT01439867,Czechia,Europe,CZE
NCT01439867,France,Europe,FRA
NCT01439867,Germany,Europe,DEU
NCT01439867,Hungary,Europe,HUN
NCT01439867,Italy,Europe,ITA
NCT01439867,Mexico,North America,MEX
NCT01439867,Netherlands,Europe,NLD
NCT01439867,New Zealand,Pacifica,NZL
NCT01439867,Poland,Europe,POL
NCT01439867,Russian Federation,North Asia,RUS
NCT01439867,Slovakia,Europe,SVK
NCT01439867,United States,North America,USA
NCT01441154,United States,North America,USA
NCT01447368,Hong Kong,East Asia,HKG
NCT01458600,Sweden,Europe,SWE
NCT01460030,Japan,East Asia,JPN
NCT01465867,Italy,Europe,ITA
NCT01471288,"Iran, Islamic Republic of",Middle East,IRN
NCT01479088,Italy,Europe,ITA
NCT01484379,Israel,Middle East,ISR
NCT01486667,Saudi Arabia,Middle East,SAU
NCT01528904,Serbia,Europe,SRB
NCT01530919,United States,North America,USA
NCT01534169,China,East Asia,CHN
NCT01539486,United States,North America,USA
NCT01539499,United States,North America,USA
NCT01545622,United States,North America,USA
NCT01558115,United States,North America,USA
NCT01560299,"Iran, Islamic Republic of",Middle East,IRN
NCT01571843,United States,North America,USA
NCT01574287,United States,North America,USA
NCT01574859,Denmark,Europe,DNK
NCT01579344,Brazil,South America,BRA
NCT01579539,Austria,Europe,AUT
NCT01598727,United Kingdom,Europe,GBR
NCT01599273,"Korea, Republic of",East Asia,KOR
NCT01609946,Germany,Europe,DEU
NCT01611896,Denmark,Europe,DNK
NCT01616108,United States,North America,USA
NCT01617694,"Korea, Republic of",East Asia,KOR
NCT01633853,China,East Asia,CHN
NCT01638533,Canada,North America,CAN
NCT01638533,United States,North America,USA
NCT01647503,India,South Asia,IND
NCT01648569,"Korea, Republic of",East Asia,KOR
NCT01649206,Italy,Europe,ITA
NCT01651000,United States,North America,USA
NCT01653379,United States,North America,USA
NCT01655719,United States,North America,USA
NCT01660126,United Kingdom,Europe,GBR
NCT01661179,Japan,East Asia,JPN
NCT01665651,China,East Asia,CHN
NCT01675089,Brazil,South America,BRA
NCT01690806,Italy,Europe,ITA
NCT01704079,United States,North America,USA
NCT01704586,Germany,Europe,DEU
NCT01725113,United States,North America,USA
NCT01727973,China,East Asia,CHN
NCT01738243,United States,North America,USA
NCT01739972,United States,North America,USA
NCT01744769,"Korea, Republic of",East Asia,KOR
NCT01750593,Turkey,Middle East,TUR
NCT01756534,Israel,Middle East,ISR
NCT01757834,United States,North America,USA
NCT01760421,Taiwan,East Asia,TWN
NCT01776502,France,Europe,FRA
NCT01778400,"Korea, Republic of",East Asia,KOR
NCT01779817,France,Europe,FRA
NCT01781923,United States,North America,USA
NCT01783002,Canada,North America,CAN
NCT01785849,Australia,Pacifica,AUS
NCT01785849,Austria,Europe,AUT
NCT01785849,Belgium,Europe,BEL
NCT01785849,Canada,North America,CAN
NCT01785849,Czechia,Europe,CZE
NCT01785849,France,Europe,FRA
NCT01785849,Germany,Europe,DEU
NCT01785849,Hungary,Europe,HUN
NCT01785849,Israel,Middle East,ISR
NCT01785849,Italy,Europe,ITA
NCT01785849,Poland,Europe,POL
NCT01785849,Russian Federation,North Asia,RUS
NCT01785849,Spain,Europe,ESP
NCT01785849,United Kingdom,Europe,GBR
NCT01785849,United States,North America,USA
NCT01785875,Australia,Pacifica,AUS
NCT01785875,Austria,Europe,AUT
NCT01785875,Belgium,Europe,BEL
NCT01785875,Canada,North America,CAN
NCT01785875,Czechia,Europe,CZE
NCT01785875,France,Europe,FRA
NCT01785875,Germany,Europe,DEU
NCT01785875,Hungary,Europe,HUN
NCT01785875,Israel,Middle East,ISR
NCT01785875,Italy,Europe,ITA
NCT01785875,Netherlands,Europe,NLD
NCT01785875,Poland,Europe,POL
NCT01785875,Russian Federation,North Asia,RUS
NCT01785875,Spain,Europe,ESP
NCT01785875,Sweden,Europe,SWE
NCT01785875,United Kingdom,Europe,GBR
NCT01785875,United States,North America,USA
NCT01788046,Australia,Pacifica,AUS
NCT01788046,Belgium,Europe,BEL
NCT01788046,Canada,North America,CAN
NCT01788046,Czechia,Europe,CZE
NCT01788046,France,Europe,FRA
NCT01788046,Germany,Europe,DEU
NCT01788046,Hungary,Europe,HUN
NCT01788046,Israel,Middle East,ISR
NCT01788046,Italy,Europe,ITA
NCT01788046,Netherlands,Europe,NLD
NCT01788046,Poland,Europe,POL
NCT01788046,Russian Federation,North Asia,RUS
NCT01788046,Spain,Europe,ESP
NCT01788046,Sweden,Europe,SWE
NCT01788046,United States,North America,USA
NCT01788982,Belgium,Europe,BEL
NCT01788982,Denmark,Europe,DNK
NCT01788982,France,Europe,FRA
NCT01788982,Germany,Europe,DEU
NCT01788982,Italy,Europe,ITA
NCT01788982,Netherlands,Europe,NLD
NCT01788982,Poland,Europe,POL
NCT01788982,Spain,Europe,ESP
NCT01788982,United Kingdom,Europe,GBR
NCT01789541,Sweden,Europe,SWE
NCT01794676,United States,North America,USA
NCT01798966,United States,North America,USA
NCT01805856,Japan,East Asia,JPN
NCT01809444,China,East Asia,CHN
NCT01811212,United States,North America,USA
NCT01821781,United States,North America,USA
NCT01830504,France,Europe,FRA
NCT01832753,United States,North America,USA
NCT01837433,China,East Asia,CHN
NCT01837745,France,Europe,FRA
NCT01838031,China,East Asia,CHN
NCT01838629,China,East Asia,CHN
NCT01853579,Netherlands,Europe,NLD
NCT01853579,Switzerland,Europe,CHE
NCT01856920,United States,North America,USA
NCT01868750,United States,North America,USA
NCT01868997,Germany,Europe,DEU
NCT01868997,Italy,Europe,ITA
NCT01868997,United Kingdom,Europe,GBR
NCT01868997,United States,North America,USA
NCT01880203,France,Europe,FRA
NCT01885533,United Kingdom,Europe,GBR
NCT01889134,Poland,Europe,POL
NCT01893450,Mexico,North America,MEX
NCT01896232,Austria,Europe,AUT
NCT01896232,Belgium,Europe,BEL
NCT01896232,Canada,North America,CAN
NCT01896232,Czechia,Europe,CZE
NCT01896232,Denmark,Europe,DNK
NCT01896232,Estonia,Europe,EST
NCT01896232,France,Europe,FRA
NCT01896232,Germany,Europe,DEU
NCT01896232,Greece,Europe,GRC
NCT01896232,Hungary,Europe,HUN
NCT01896232,Italy,Europe,ITA
NCT01896232,Latvia,Europe,LVA
NCT01896232,Lithuania,Europe,LTU
NCT01896232,New Zealand,Pacifica,NZL
NCT01896232,Poland,Europe,POL
NCT01896232,Portugal,Europe,PRT
NCT01896232,Russian Federation,North Asia,RUS
NCT01896232,Spain,Europe,ESP
NCT01896232,Sweden,Europe,SWE
NCT01896232,Switzerland,Europe,CHE
NCT01896232,Turkey,Middle East,TUR
NCT01896232,United States,North America,USA
NCT01922843,United States,North America,USA
NCT01927406,United States,North America,USA
NCT01927887,United States,North America,USA
NCT01932970,United States,North America,USA
NCT01939977,Spain,Europe,ESP
NCT01945762,Belgium,Europe,BEL
NCT01945762,France,Europe,FRA
NCT01945762,Germany,Europe,DEU
NCT01945762,Italy,Europe,ITA
NCT01945762,Luxembourg,,
NCT01945762,Netherlands,Europe,NLD
NCT01945762,Spain,Europe,ESP
NCT01945762,United Kingdom,Europe,GBR
NCT01950260,United States,North America,USA
NCT01969019,China,East Asia,CHN
NCT01985204,Morocco,,
NCT01996072,United States,North America,USA
NCT01999790,Brazil,South America,BRA
NCT02017080,Serbia,Europe,SRB
NCT02024906,United States,North America,USA
NCT02041260,United States,North America,USA
NCT02054572,United States,North America,USA
NCT02055989,United Kingdom,Europe,GBR
NCT02056730,Thailand,Southeast Asia,THA
NCT02059655,United Kingdom,Europe,GBR
NCT02061111,Denmark,Europe,DNK
NCT02070211,Holy See (Vatican City State),Europe,VAT
NCT02089542,United Kingdom,Europe,GBR
NCT02090907,"Iran, Islamic Republic of",Middle East,IRN
NCT02102204,Australia,Pacifica,AUS
NCT02102204,Austria,Europe,AUT
NCT02102204,Belgium,Europe,BEL
NCT02102204,Canada,North America,CAN
NCT02102204,Czechia,Europe,CZE
NCT02102204,Denmark,Europe,DNK
NCT02102204,France,Europe,FRA
NCT02102204,Germany,Europe,DEU
NCT02102204,Greece,Europe,GRC
NCT02102204,Hungary,Europe,HUN
NCT02102204,Israel,Middle East,ISR
NCT02102204,Italy,Europe,ITA
NCT02102204,Latvia,Europe,LVA
NCT02102204,Lithuania,Europe,LTU
NCT02102204,Netherlands,Europe,NLD
NCT02102204,New Zealand,Pacifica,NZL
NCT02102204,Poland,Europe,POL
NCT02102204,Portugal,Europe,PRT
NCT02102204,Russian Federation,North Asia,RUS
NCT02102204,Spain,Europe,ESP
NCT02102204,Sweden,Europe,SWE
NCT02102204,Switzerland,Europe,CHE
NCT02102204,Turkey,Middle East,TUR
NCT02102204,United States,North America,USA
NCT02107794,United States,North America,USA
NCT02109250,Belgium,Europe,BEL
NCT02112370,"Korea, Republic of",East Asia,KOR
NCT02114619,"Iran, Islamic Republic of",Middle East,IRN
NCT02126683,Taiwan,East Asia,TWN
NCT02133404,Japan,East Asia,JPN
NCT02138214,United States,North America,USA
NCT02138838,Belgium,Europe,BEL
NCT02138838,Czechia,Europe,CZE
NCT02138838,France,Europe,FRA
NCT02138838,Germany,Europe,DEU
NCT02138838,Greece,Europe,GRC
NCT02138838,Hungary,Europe,HUN
NCT02138838,Italy,Europe,ITA
NCT02138838,Lithuania,Europe,LTU
NCT02138838,New Zealand,Pacifica,NZL
NCT02138838,Poland,Europe,POL
NCT02138838,Portugal,Europe,PRT
NCT02138838,Russian Federation,North Asia,RUS
NCT02138838,Slovakia,Europe,SVK
NCT02138838,Spain,Europe,ESP
NCT02138838,Ukraine,Europe,UKR
NCT02138838,United States,North America,USA
NCT02140476,Brazil,South America,BRA
NCT02140476,Mexico,North America,MEX
NCT02143271,Japan,East Asia,JPN
NCT02143726,United States,North America,USA
NCT02147782,China,East Asia,CHN
NCT02150772,Denmark,Europe,DNK
NCT02152995,United States,North America,USA
NCT02155049,Israel,Middle East,ISR
NCT02169687,France,Europe,FRA
NCT02186405,France,Europe,FRA
NCT02194920,Italy,Europe,ITA
NCT02203682,China,East Asia,CHN
NCT02205801,United States,North America,USA
NCT02210741,Taiwan,East Asia,TWN
NCT02216656,Japan,East Asia,JPN
NCT02227264,Sweden,Europe,SWE
NCT02246504,Bulgaria,Europe,BGR
NCT02258347,Italy,Europe,ITA
NCT02268734,Italy,Europe,ITA
NCT02273570,Italy,Europe,ITA
NCT02274623,United States,North America,USA
NCT02289144,United States,North America,USA
NCT02290704,China,East Asia,CHN
NCT02316691,United States,North America,USA
NCT02316743,Canada,North America,CAN
